Instance,Income
111994,36593.49619965936
111995,-1565.4495529239252
111996,26068.87962039137
111997,104438.46558134627
111998,30422.185111332168
111999,82115.25042115679
112000,102415.55925322272
112001,53479.33193054009
112002,43015.611769669646
112003,111479.44663974772
112004,-8128.942768903934
112005,155778.2435737244
112006,19481.425589804607
112007,108523.09678557895
112008,283913.4968637251
112009,81718.44482444685
112010,47176.101493415365
112011,28641.054184233977
112012,18307.41200095708
112013,26179.651336768697
112014,115674.72587942313
112015,49468.34446769987
112016,45547.83625886064
112017,13474.098219773216
112018,156565.30413847195
112019,58686.425649829216
112020,31302.950826994165
112021,11953.328954176075
112022,108289.73982566189
112023,61673.78242366367
112024,20733.471689079182
112025,92012.16243211487
112026,53017.504915744044
112027,73256.88860513366
112028,34088.79076421825
112029,44259.18701935162
112030,174458.4650909869
112031,228110.08088535315
112032,225123.19305503235
112033,111131.36332067804
112034,213956.80672357744
112035,109197.38014585222
112036,213277.96185352627
112037,139423.53737470933
112038,198539.6117336232
112039,58983.533091088124
112040,69196.97934486381
112041,64534.47124178014
112042,50995.72220594619
112043,55242.75883389968
112044,51171.35332176857
112045,19941.409921223098
112046,311402.4228196342
112047,39510.17170679208
112048,20029.730645722793
112049,98287.3831254384
112050,44393.07594023264
112051,73064.60534338586
112052,123580.52547253264
112053,220352.501753526
112054,77444.47767382703
112055,20923.12872100122
112056,94069.59209369426
112057,19841.877873874106
112058,46764.21470948262
112059,33183.8445787684
112060,302877.03785974014
112061,133028.5576594328
112062,188819.34833336057
112063,73661.69385661471
112064,16320.68315930051
112065,53201.71287564546
112066,9542.4749106224
112067,113038.58960969816
112068,53427.96394619264
112069,278315.8568643413
112070,388556.88466007786
112071,47045.3953665962
112072,76883.03372280051
112073,32310.225568738562
112074,37244.39011557097
112075,3464.426450120895
112076,116347.71419192702
112077,976207.6623661136
112078,-3953.6686630091504
112079,178426.00074591232
112080,65957.84414684048
112081,757015.0706273448
112082,33288.1832516031
112083,40081.78410349666
112084,25151.824405507246
112085,46779.52208434458
112086,24354.309551345912
112087,63507.85213644463
112088,116325.98206292743
112089,58337.77946294152
112090,199671.4199512045
112091,46236.590760771796
112092,28884.267310789877
112093,81061.54233576174
112094,32170.276320979207
112095,46241.16116593123
112096,72226.00750106957
112097,29401.590390607635
112098,27476.40635223798
112099,45623.61585643576
112100,36348.572106888125
112101,221380.1671786894
112102,31730.1900560606
112103,161831.72488022258
112104,72347.73359838274
112105,51220.82549404977
112106,114873.0804786099
112107,118657.11808115394
112108,48741.24919768654
112109,29662.45222788073
112110,51375.71135151975
112111,27553.859346235327
112112,70829.94333316758
112113,67014.72997043136
112114,65221.66356317076
112115,18196.682960481106
112116,31409.365053484602
112117,70887.32372957679
112118,41000.40276033899
112119,48178.250275473794
112120,481201.1134543453
112121,122304.50445590567
112122,537145.2458897223
112123,221708.2367455614
112124,41988.86386431732
112125,189293.22746909288
112126,146497.60961926106
112127,20970.12011738482
112128,49187.69675744711
112129,124255.13456844486
112130,90425.08657923788
112131,44934.233678901845
112132,73826.86136678646
112133,243655.45906524707
112134,28684.199854240225
112135,544.6667633356124
112136,49164.86507841966
112137,9095.89391352365
112138,38220.54337049768
112139,63858.106407199244
112140,44616.88000084273
112141,39218.28960485604
112142,79416.33937311961
112143,194929.72006515926
112144,23401.570452784035
112145,39825.16795880464
112146,51651.2179250279
112147,271251.6922476496
112148,57811.40331079468
112149,54185.20236105179
112150,2362.9411112264365
112151,271174.8756658116
112152,74956.13557915967
112153,59168.19916391952
112154,43868.919652214136
112155,95107.57968683216
112156,71176.25295604097
112157,84077.54655284093
112158,45252.28961548186
112159,259363.28023568628
112160,54187.931887292485
112161,153878.32547478657
112162,83468.64007573621
112163,24809.219937685037
112164,38427.34630257462
112165,132683.22235410116
112166,54398.3430352744
112167,23823.782687796735
112168,53663.20112913336
112169,251258.4217234606
112170,212650.67514319887
112171,55556.05299883775
112172,20704.67255905629
112173,114118.44140406711
112174,32420.83455034612
112175,44274.131355911486
112176,33383.34569528338
112177,107549.42070316202
112178,12446.386902301154
112179,33951.98342243767
112180,28482.863114996562
112181,6150.157218695116
112182,219666.2823969011
112183,111376.87444604894
112184,20702.540629369414
112185,297094.97185598395
112186,13420.683397992854
112187,155436.82564777965
112188,148945.27631009909
112189,44246.87821921004
112190,43274.82014934297
112191,98297.07035330341
112192,260644.97601448876
112193,28553.772984172116
112194,169512.36085916276
112195,43969.44090622112
112196,27138.77418229066
112197,257974.85210716177
112198,33070.20236116785
112199,38950.8803583077
112200,62155.14539870309
112201,270500.16454048944
112202,134045.4881858211
112203,41638.29612873556
112204,47778.54491779127
112205,-2190.8838643895374
112206,101583.98252974926
112207,333930.6477937907
112208,65762.5703114366
112209,469046.33448922983
112210,57820.68798870792
112211,222528.5748695909
112212,59129.98710232933
112213,18112.463819349483
112214,243458.67109522564
112215,50887.70626198772
112216,114345.82830049317
112217,41536.899073409855
112218,43119.96676032269
112219,380061.7769346011
112220,39295.74793225023
112221,3467.5560274095983
112222,41450.39605236815
112223,56792.20171457015
112224,122104.18207763575
112225,23917.644763585766
112226,64714.85440267566
112227,63926.88730635428
112228,113296.48179905262
112229,53055.42905688308
112230,201667.3713892094
112231,4031.640578395336
112232,68283.72620220564
112233,22000.552319926384
112234,52918.653144654854
112235,22501.99030841616
112236,107223.96538744218
112237,329517.8339816817
112238,56692.13989829434
112239,29940.96134158987
112240,26507.34620422981
112241,17064.031923585368
112242,51557.09280534218
112243,65836.6037837446
112244,182328.17253600026
112245,96975.26244517436
112246,42072.464730303334
112247,398936.9853723432
112248,81235.80941105912
112249,10584.20355833864
112250,49502.40651756549
112251,58279.96767566841
112252,56561.55369736666
112253,19187.2357781887
112254,241659.93153322182
112255,46892.12466837611
112256,37214.29859323193
112257,38880.91734102872
112258,518269.8399377262
112259,204748.24637022297
112260,103600.47616584058
112261,401851.33690379036
112262,103760.37771034811
112263,24310.34285758396
112264,89913.74111552825
112265,23018.611696703672
112266,45369.23808804257
112267,64413.09571946918
112268,46958.15137534679
112269,441227.3265275214
112270,17331.673484833485
112271,82770.20181708122
112272,87641.01374276284
112273,142665.5159319838
112274,-4047.5588921457215
112275,185166.8673587155
112276,260580.07781416958
112277,67510.44917167997
112278,28559.28886596436
112279,24173.032882289237
112280,149374.7046377411
112281,79708.98416801458
112282,203633.78555465306
112283,109483.33753914844
112284,67009.53663676279
112285,76796.6601051799
112286,47168.65217972409
112287,38923.369428071775
112288,79014.6266227314
112289,266729.3426905587
112290,209409.56277259183
112291,35183.96371742142
112292,591406.0670855913
112293,21031.781127104077
112294,338652.3655100426
112295,36511.91438744072
112296,249270.55172381428
112297,70346.1868861293
112298,66794.37781993658
112299,39739.42746968251
112300,24230.101805764334
112301,36107.67980757436
112302,20950.442129711042
112303,32283.04157039909
112304,167794.5662117748
112305,29969.97660323033
112306,54547.392054544565
112307,53382.505202071996
112308,113071.75175191434
112309,57671.62582338696
112310,40872.74812942562
112311,92474.93849040882
112312,49084.24703940726
112313,122370.53008573838
112314,41275.514521008416
112315,238167.14286437974
112316,45679.09638021369
112317,27340.08418431988
112318,28389.959379299875
112319,21064.925957375533
112320,795344.4827119993
112321,64658.84680853843
112322,13362.912088621464
112323,110964.16838681637
112324,415874.36226758664
112325,232850.72110921907
112326,119766.5805313352
112327,187883.49138191616
112328,122127.12644147185
112329,132854.40381745703
112330,281271.16257726296
112331,344665.4437152172
112332,219156.30931547043
112333,338038.7974789428
112334,209065.61083007028
112335,60956.79245115107
112336,33208.87238119064
112337,229911.75974176914
112338,326257.27988159395
112339,262317.3132986293
112340,47141.88970064082
112341,955306.7497339929
112342,34413.14675005268
112343,56527.26703981576
112344,25114.59738623082
112345,41778.08527659593
112346,68397.33263326358
112347,16850.96382981845
112348,17763.145684716885
112349,17449.829781110377
112350,87550.2648290908
112351,39737.55511044729
112352,53855.611458398096
112353,-2912.51697650554
112354,113833.29050968116
112355,47038.573385843716
112356,57953.34510765502
112357,69049.61235010753
112358,82308.26423622461
112359,41909.57372147666
112360,18893.235971914284
112361,157209.27436047493
112362,69815.156483977
112363,48120.99233347082
112364,10897.960329928344
112365,-8279.244772744098
112366,27218.317340554702
112367,18528.897912290227
112368,51027.77889295038
112369,172992.7086755659
112370,22860.136375016962
112371,338811.5462370557
112372,122918.08543468175
112373,54448.863065758764
