Instance,Income
111994,32524.50839873795
111995,-2488.420832918018
111996,25590.897593041787
111997,92852.07234797023
111998,26285.472323088026
111999,96068.27363021218
112000,106473.25827450723
112001,55382.980485863496
112002,38050.39248176043
112003,112914.26797174767
112004,-8863.82760966246
112005,173502.45464867476
112006,24377.844823265776
112007,117280.41465735054
112008,310265.82323337195
112009,81822.53381239656
112010,48771.62893437556
112011,21037.043792006378
112012,15667.058889824539
112013,22869.12271330396
112014,110364.83082098715
112015,51114.8009006739
112016,49920.63387286379
112017,15194.372307252288
112018,126194.24254948097
112019,58713.90869756555
112020,26706.05540663373
112021,17147.504904982852
112022,91865.68552687866
112023,64180.982860776254
112024,20907.71027191482
112025,80597.63340415637
112026,55926.244759907735
112027,69523.39355764097
112028,34184.51484624371
112029,34585.25711862152
112030,168558.46480952943
112031,222303.29681974184
112032,233009.20243606713
112033,102730.39184353375
112034,187527.3554175457
112035,109849.51942423792
112036,212074.14782261828
112037,151167.78540804735
112038,203051.66260539967
112039,54388.084913683815
112040,72877.4562258031
112041,69957.50842903566
112042,48190.81175796552
112043,52585.24219384487
112044,46927.092572736314
112045,16720.51695654545
112046,346020.6118935453
112047,37009.69145874914
112048,18199.500979208955
112049,98256.1809382653
112050,46041.44917089158
112051,73228.63267154168
112052,112890.63013859291
112053,222772.02000410322
112054,85189.0867519252
112055,25772.95792726205
112056,95031.21902017464
112057,20026.444793101535
112058,50256.91943386212
112059,31223.420483517628
112060,286318.5761092566
112061,142247.70554971116
112062,202652.31752299584
112063,62158.42616040239
112064,12084.321873022101
112065,47049.09430251134
112066,2585.638816962912
112067,112930.64958210404
112068,55769.98603381491
112069,271036.2088507012
112070,385647.4277982316
112071,51763.645653863896
112072,80892.41880465654
112073,36496.18223721959
112074,27560.883533330394
112075,2704.6263449446633
112076,120568.1915396501
112077,971861.1888155381
112078,-7056.754431291946
112079,192423.24817247075
112080,58658.980210499816
112081,775916.4994087281
112082,31387.15632274548
112083,33264.46666048958
112084,26746.347622523157
112085,48579.2591671345
112086,31408.420032369675
112087,70104.96237111272
112088,121354.02092738384
112089,58717.5345497934
112090,200925.493332598
112091,45350.11013164464
112092,29254.105970228607
112093,85995.51800197687
112094,30832.301954789833
112095,45776.0977361449
112096,62190.53384139871
112097,21068.491706206336
112098,20358.541764221256
112099,38930.258716676115
112100,43707.912984504466
112101,210829.96736890703
112102,28835.357288040163
112103,158393.9580914622
112104,63757.40693256946
112105,59924.78985837878
112106,111175.85252832017
112107,123927.8391805604
112108,53700.99572080115
112109,28010.173946821447
112110,56143.38697373245
112111,24576.15759872167
112112,66022.74508101326
112113,73169.66713480536
112114,69442.80338147422
112115,16115.226999570466
112116,34940.15997255708
112117,76266.67231921793
112118,34950.17876012122
112119,46816.98495113971
112120,529859.2446507592
112121,124167.26151323215
112122,545797.3218102459
112123,218114.25608103207
112124,38493.22199267507
112125,199324.93772681276
112126,158466.81429311456
112127,17833.17895936825
112128,45095.32693146147
112129,124428.43312360338
112130,80946.65680224347
112131,33079.07590549183
112132,73342.38539895703
112133,219712.90294448828
112134,25597.843125453994
112135,2039.058324374952
112136,58923.7853459685
112137,9544.525484272466
112138,26287.005978275847
112139,59618.4839278216
112140,42586.846895691226
112141,40077.25424318607
112142,83645.65618268524
112143,195284.39071717003
112144,22592.359018319643
112145,36793.28543248898
112146,51723.60203262815
112147,264251.46149303234
112148,56657.80335814485
112149,37001.366187556625
112150,-1521.9239009080925
112151,264828.62850454403
112152,78203.80740174376
112153,61729.224771376015
112154,46273.69414566475
112155,96999.89049843243
112156,82601.41801199771
112157,86314.37705747617
112158,43073.50054194265
112159,260124.26654559877
112160,58887.1285697893
112161,155997.7828009367
112162,80149.78997432003
112163,18727.387032606533
112164,42251.5634132581
112165,134573.43392257983
112166,56306.121411579945
112167,16679.13736059253
112168,55399.265916510856
112169,281499.5730887714
112170,219064.599264093
112171,53792.811751968125
112172,22380.153391096082
112173,105437.88951216229
112174,31852.100910622285
112175,38307.47962106254
112176,29011.582488120832
112177,111179.00821464875
112178,9204.61397922093
112179,29455.588949903726
112180,26268.778788922482
112181,2250.152889576567
112182,222957.15954818358
112183,112199.99905429759
112184,23448.34241010855
112185,298167.96551138966
112186,10579.080647282552
112187,155548.57184323017
112188,147049.25400250687
112189,40720.864327662784
112190,44239.44219910444
112191,97942.55357152225
112192,275951.120521965
112193,29538.996417677143
112194,172783.03447193274
112195,45094.09250597628
112196,23311.112567634882
112197,262998.6586166198
112198,29019.084572673448
112199,37824.87410727525
112200,57487.872777023484
112201,269654.36914887186
112202,127707.08156989719
112203,39342.03131592556
112204,40388.748319076585
112205,-6811.184259019217
112206,107430.30637287101
112207,299354.73891680915
112208,66472.04906135517
112209,474507.44462318765
112210,63239.784891953444
112211,235896.73871926565
112212,68133.34376636027
112213,15844.1464105883
112214,249083.67360257657
112215,59863.00167764572
112216,122648.17824657599
112217,44653.143129199794
112218,46308.29369884385
112219,390302.50228995073
112220,36122.58049231777
112221,3389.644900325907
112222,39695.204851738476
112223,58890.40657855333
112224,111268.6855109811
112225,19049.221503184453
112226,73605.14372334395
112227,64228.174737881
112228,114611.42719022819
112229,57466.820219038396
112230,202386.92936355525
112231,-2032.2335353888461
112232,66114.82543359284
112233,22426.202370215462
112234,54353.38257389709
112235,21164.665098286678
112236,92880.63878517483
112237,324556.6891130418
112238,53019.93379670818
112239,24461.311452597572
112240,20816.849493292004
112241,11908.01017917075
112242,52956.0975941602
112243,69971.98599087278
112244,199769.56298053413
112245,95400.29985845837
112246,38137.92910267049
112247,383498.12394650746
112248,91464.4862654299
112249,6328.328402428078
112250,39332.98613474093
112251,56269.87053583477
112252,57401.8413083067
112253,23311.351061597543
112254,259921.44234130008
112255,44508.148546057644
112256,37620.735410273905
112257,35476.1336407368
112258,558983.7078457173
112259,172229.09659255063
112260,122455.95589173592
112261,411953.7763034462
112262,100002.00351557102
112263,24883.196675186962
112264,65421.89207118084
112265,13907.794567129276
112266,43170.96840390122
112267,59109.04674771817
112268,51194.45438663278
112269,404940.147673694
112270,12398.442324318048
112271,80693.3660350417
112272,94885.25805877995
112273,156313.56873387302
112274,-127.20087240465722
112275,195368.09167046193
112276,256496.54298584853
112277,66559.64991709472
112278,25037.942380160002
112279,26186.733988729826
112280,148623.8182853144
112281,72985.56719002262
112282,221084.2459562283
112283,105442.7931557743
112284,72793.18783216625
112285,72919.34862615007
112286,42791.257333551934
112287,48977.84450495025
112288,81259.2876319147
112289,266484.28464421176
112290,204335.01263322958
112291,27918.86493019415
112292,658100.3172311904
112293,19791.56717542265
112294,337587.4814160012
112295,35316.45849952052
112296,260430.86261605428
112297,70104.31704628577
112298,60609.71166793265
112299,39938.3388711619
112300,18430.050103207177
112301,32224.702380488907
112302,17358.35458952085
112303,30257.019080746602
112304,180472.88797438634
112305,29040.81518656131
112306,56285.42564320232
112307,49268.06874331066
112308,114279.14030867466
112309,60799.85935605108
112310,44370.25540003714
112311,97595.44365105224
112312,51410.281620721405
112313,129066.24058799795
112314,30433.473245828893
112315,252952.80146377816
112316,46815.101782654834
112317,24641.454638309482
112318,26742.13370391684
112319,19361.66114881781
112320,875854.7981221152
112321,61103.420792059966
112322,13331.048360355277
112323,120109.69930056034
112324,421705.6397188813
